rank,country_full,country_abrv,total_points,previous_points,rank_change,cur_year_avg,rank_date
36,Hungary,HUN,700.53,754,-9,412.7,2011-10-19
37,Belgium,BEL,669.59,729,-3,429.25,2011-10-19
38,Israel,ISR,669.31,677,0,384.17,2011-10-19
39,Montenegro,MNE,654.82,777,-13,220.14,2011-10-19
40,Venezuela,VEN,632.33,598,7,372.42,2011-10-19
41,Slovakia,SVK,629.43,662,-2,183.95,2011-10-19
42,Senegal,SEN,626.33,614,0,422.14,2011-10-19
42,IR Iran,IRN,625.73,576,8,385.24,2011-10-19
44,Nigeria,NGA,624.77,613,-1,256.15,2011-10-19
45,Wales,WAL,618.79,374,45,468.33,2011-10-19
46,Armenia,ARM,607.91,610,-2,367.81,2011-10-19
47,Cameroon,CMR,599.98,596,1,239.19,2011-10-19
47,Czech Republic,CZE,599.51,656,-7,243.23,2011-10-19
49,South Africa,RSA,595.09,574,2,316.43,2011-10-19
50,Jamaica,JAM,592.28,606,-5,363.69,2011-10-19
51,Scotland,SCO,581.4,572,1,357.8,2011-10-19
52,Ecuador,ECU,579.88,481,17,306.73,2011-10-19
53,Panama,PAN,578.88,564,0,325.32,2011-10-19
54,Burkina Faso,BFA,578.17,651,-13,208.43,2011-10-19
55,Romania,ROU,574.83,584,-6,322.31,2011-10-19
56,Morocco,MAR,566.25,534,3,359.34,2011-10-19
57,Honduras,HON,555.45,564,-4,274,2011-10-19
58,Ukraine,UKR,550.84,531,2,181.31,2011-10-19
59,Estonia,EST,541.57,537,-1,316.89,2011-10-19
60,Tunisia,TUN,540.61,526,1,239.24,2011-10-19
61,Belarus,BLR,528.81,554,-5,199.9,2011-10-19
62,Costa Rica,CRC,522.07,549,-5,262.14,2011-10-19
63,Sierra Leone,SLE,519.07,488,5,408.5,2011-10-19
64,Poland,POL,516.66,496,1,298.35,2011-10-19
65,Libya,LBY,503.53,519,-3,300.57,2011-10-19
66,Cape Verde Islands,CPV,500.2,372,25,288.53,2011-10-19
67,Georgia,GEO,474.72,499,-3,281.56,2011-10-19
68,Gabon,GAB,473.03,489,-1,115.24,2011-10-19
68,Mali,MLI,472.89,519,-6,233.49,2011-10-19
70,China PR,CHN,463.43,469,3,276.71,2011-10-19
71,Albania,ALB,461.96,474,0,227.3,2011-10-19
72,Austria,AUT,457.77,442,5,158.95,2011-10-19
73,Uzbekistan,UZB,451.7,421,6,287.4,2011-10-19
74,Zimbabwe,ZIM,448.04,490,-8,332.05,2011-10-19
75,Bulgaria,BUL,447.45,558,-20,134.39,2011-10-19
75,Latvia,LVA,447.08,460,-1,207.5,2011-10-19
75,Guinea,GUI,447.21,447,1,169.04,2011-10-19
78,Finland,FIN,438.14,471,-6,251.25,2011-10-19
79,Trinidad and Tobago,TRI,432.8,414,1,277.71,2011-10-19
80,Zambia,ZAM,432.06,409,3,227.47,2011-10-19
81,Jordan,JOR,428.47,406,4,265.05,2011-10-19
82,El Salvador,SLV,425.85,390,6,297.45,2011-10-19
83,Canada,CAN,424.92,395,4,232.14,2011-10-19
84,Northern Ireland,NIR,420.52,477,-14,111.74,2011-10-19
85,Lithuania,LTU,415.89,459,-10,109.17,2011-10-19
86,Angola,ANG,404.29,407,-2,220.11,2011-10-19
87,Malawi,MWI,400.33,439,-9,180.46,2011-10-19
88,Uganda,UGA,393.07,411,-6,143.7,2011-10-19
89,Botswana,BOT,385.61,364,6,189.99,2011-10-19
90,Antigua and Barbuda,ATG,381.08,345,11,275.15,2011-10-19
91,Iraq,IRQ,378.71,307,16,219.12,2011-10-19
92,Qatar,QAT,371.38,350,8,222.81,2011-10-19
93,FYR Macedonia,MKD,360.7,366,1,118.65,2011-10-19
94,Togo,TOG,359.41,364,1,164.76,2011-10-19
95,Niger,NIG,351.91,369,-2,191.45,2011-10-19
96,Kuwait,KUW,350.14,352,3,183.74,2011-10-19
97,Guyana,GUY,346.18,278,19,165.43,2011-10-19
98,Saudi Arabia,KSA,340.69,359,-1,122.26,2011-10-19
99,Guatemala,GUA,340.36,302,10,242,2011-10-19
100,Cuba,CUB,332.15,332,3,224.27,2011-10-19
101,Bahrain,BHR,324.49,335,1,115.6,2011-10-19
102,Sudan,SDN,321.26,332,1,155.52,2011-10-19
103,Oman,OMA,316.75,319,2,147.32,2011-10-19
104,Suriname,SUR,312.59,286,9,172.04,2011-10-19
105,New Zealand,NZL,309.63,377,-16,21.2,2011-10-19
106,Syria,SYR,309.28,302,3,156.29,2011-10-19
107,Haiti,HAI,307.23,305,1,227.39,2011-10-19
108,Iceland,ISL,299.71,316,-2,171.79,2011-10-19
109,St Kitts and Nevis,SKN,288.98,252,14,190.74,2011-10-19
110,Mozambique,MOZ,280.6,280,5,110.65,2011-10-19
111,Gambia,GAM,279.62,248,14,129.18,2011-10-19
112,Rwanda,RWA,276.51,178,31,163.89,2011-10-19
113,United Arab Emirates,UAE,276.21,287,-1,117.18,2011-10-19
114,Thailand,THA,274.7,274,3,141.26,2011-10-19
115,Bolivia,BOL,272.81,412,-34,97.13,2011-10-19
116,Grenada,GRN,270.39,265,4,157.68,2011-10-19
117,Azerbaijan,AZE,264.87,359,-20,96.25,2011-10-19
118,Luxembourg,LUX,262.62,284,-4,176.69,2011-10-19
119,Benin,BEN,260.21,370,-27,23.65,2011-10-19
120,Cyprus,CYP,258.51,398,-34,88.68,2011-10-19
121,Liberia,LBR,258.03,230,7,214.82,2011-10-19
122,Faroe Islands,FRO,256.95,244,4,156.25,2011-10-19
123,Moldova,MDA,255.45,255,-1,58.33,2011-10-19
124,Korea DPR,PRK,254.3,258,-3,108.27,2011-10-19
125,Central African Republic,CTA,250.75,296,-14,119.17,2011-10-19
126,Liechtenstein,LIE,248.96,270,-8,222,2011-10-19
127,Namibia,NAM,248.13,269,-8,174.51,2011-10-19
128,Dominican Republic,DOM,245.03,182,11,212.03,2011-10-19
129,Kazakhstan,KAZ,234.56,198,3,156.35,2011-10-19
130,Tajikistan,TJK,232.32,250,-6,175.52,2011-10-19
131,Tanzania,TAN,231.04,240,-4,124.3,2011-10-19
132,Bermuda,BER,225.06,30,57,195.36,2011-10-19
133,Congo DR,COD,222.79,225,-4,130.72,2011-10-19
134,Vietnam,VIE,221.61,209,-4,148.03,2011-10-19
135,Ethiopia,ETH,212.32,196,-2,130.37,2011-10-19
136,Kenya,KEN,205.35,200,-5,92.13,2011-10-19
137,Puerto Rico,PUR,198.91,173,8,98.27,2011-10-19
138,Congo,CGO,187.34,177,6,64.5,2011-10-19
139,Singapore,SIN,184.78,188,-3,84.31,2011-10-19
140,Indonesia,IDN,183.57,182,-1,110.91,2011-10-19
141,Bangladesh,BAN,183.26,183,-3,125.93,2011-10-19
141,Burundi,BDI,182.82,179,0,106.86,2011-10-19
143,Belize,BLZ,177.15,195,-9,145.69,2011-10-19
144,Nepal,NEP,175.84,193,-9,130.94,2011-10-19
145,Turkmenistan,TKM,172.38,179,-4,91.85,2011-10-19
146,Lebanon,LIB,170.62,163,0,125.89,2011-10-19
146,St Vincent and the Grenadines,VIN,170.72,115,12,92.32,2011-10-19
148,Barbados,BRB,163.85,148,2,28.36,2011-10-19
149,Yemen,YEM,158.32,185,-12,49.02,2011-10-19
149,Fiji,FIJ,158.1,158,-2,85,2011-10-19
151,Malaysia,MAS,155.04,158,-4,93.42,2011-10-19
152,Dominica,DMA,150.69,154,-3,25.3,2011-10-19
152,Chad,CHA,151.46,110,9,92.45,2011-10-19
154,Bahamas,BAH,140.5,141,-2,132,2011-10-19
155,Equatorial Guinea,EQG,139.61,141,-3,129.29,2011-10-19
156,Hong Kong,HKG,128.4,124,0,43.75,2011-10-19
156,New Caledonia,NCL,127.57,128,-1,89.81,2011-10-19
158,Malta,MLT,127.34,138,-4,91.93,2011-10-19
158,Philippines,PHI,127.44,105,8,74.12,2011-10-19
160,Nicaragua,NCA,114.67,124,-4,70.79,2011-10-19
160,India,IND,115.07,106,3,39.1,2011-10-19
162,Maldives,MDV,113.98,105,4,43.43,2011-10-19
162,Lesotho,LES,114.11,113,-2,71.55,2011-10-19
164,Palestine,PLE,111.65,108,-2,90.73,2011-10-19
165,Madagascar,MAD,110.57,115,-7,66.65,2011-10-19
166,Chinese Taipei,TPE,107.67,89,6,58.77,2011-10-19
167,Guinea-Bissau,GNB,106.08,106,-4,39.56,2011-10-19
167,Mongolia,MNG,105.6,106,-4,90.3,2011-10-19
169,US Virgin Islands,VIR,103.97,144,-18,100.57,2011-10-19
170,Myanmar,MYA,100.65,98,-2,36.52,2011-10-19
171,Curaçao,CUW,99.43,75,7,48.75,2011-10-19
172,Aruba,ARU,92.34,92,-2,88,2011-10-19
173,Pakistan,PAK,90.62,92,-3,48.85,2011-10-19
174,Vanuatu,VAN,88.31,88,-1,69.61,2011-10-19
175,Swaziland,SWZ,87.23,96,-6,35.89,2011-10-19
176,Cambodia,CAM,85.07,84,-2,66.65,2011-10-19
177,Sri Lanka,SRI,83.09,83,-1,28.13,2011-10-19
178,Seychelles,SEY,81.56,82,-1,77.4,2011-10-19
179,St Lucia,LCA,77.55,46,6,55.63,2011-10-19
180,Solomon Islands,SOL,74.62,75,-2,74.62,2011-10-19
181,Laos,LAO,73.67,71,1,54.54,2011-10-19
182,Tahiti,TAH,73.34,68,2,63.99,2011-10-19
183,Comoros,COM,72.48,75,-5,55.9,2011-10-19
184,Afghanistan,AFG,68.58,70,-1,61.81,2011-10-19
185,Cayman Islands,CAY,50.51,84,-11,0,2011-10-19
186,Kyrgyz Republic,KGZ,49.47,75,-8,25.8,2011-10-19
187,Guam,GUM,35.85,36,-1,25.65,2011-10-19
188,Papua New Guinea,PNG,34,34,-1,34,2011-10-19
189,Mauritius,MRI,32.35,33,-1,26.88,2011-10-19
190,Eritrea,ERI,27.54,28,0,0,2011-10-19
191,Macau,MAC,24.81,25,0,18.43,2011-10-19
192,Somalia,SOM,23.1,23,1,0,2011-10-19
192,British Virgin Islands,VGB,23.12,25,-1,0,2011-10-19
194,Turks and Caicos Islands,TCA,12.75,13,1,0,2011-10-19
195,Djibouti,DJI,11.84,12,1,0,2011-10-19
196,Cook Islands,COK,10.2,10,1,0,2011-10-19
197,Anguilla,AIA,8.8,9,1,8.8,2011-10-19
197,Brunei Darussalam,BRU,8.99,9,1,0,2011-10-19
199,Bhutan,BHU,6.07,6,1,0,2011-10-19
200,Mauritania,MTN,4.3,23,-7,0,2011-10-19
201,Timor-Leste,TLS,2.55,3,0,0,2011-10-19
201,Tonga,TGA,2.55,3,0,0,2011-10-19
203,American Samoa,ASA,0,0,0,0,2011-10-19
203,Andorra,AND,0,0,0,0,2011-10-19
203,Montserrat,MSR,0,0,0,0,2011-10-19
203,Samoa,SAM,0,0,0,0,2011-10-19
203,San Marino,SMR,0,0,0,0,2011-10-19
1,Spain,ESP,1563.83,1624,0,610.39,2011-11-23
2,Netherlands,NED,1365.43,1425,0,487.68,2011-11-23
3,Germany,GER,1345.21,1352,0,607.88,2011-11-23
4,Uruguay,URU,1309.23,1230,0,726.15,2011-11-23
5,England,ENG,1173.37,1101,2,565.29,2011-11-23
6,Brazil,BRA,1142.6,1144,-1,417.86,2011-11-23
7,Portugal,POR,1100.38,1044,1,561.05,2011-11-23
8,Croatia,CRO,1091.15,1015,4,568.32,2011-11-23
9,Italy,ITA,1082.35,1135,-3,619.46,2011-11-23
10,Argentina,ARG,1067.03,1030,0,425.62,2011-11-23
11,Denmark,DEN,1035.14,1030,-1,628.8,2011-11-23
12,Russia,RUS,970.7,975,1,468.75,2011-11-23
13,Chile,CHI,970.35,941,3,474.78,2011-11-23
14,Greece,GRE,963.61,1044,-6,475.24,2011-11-23
15,France,FRA,914.52,953,0,486.32,2011-11-23
16,Côte d'Ivoire,CIV,911.87,898,3,460.53,2011-11-23
17,Switzerland,SUI,897.84,920,1,447.78,2011-11-23
18,Sweden,SWE,891.16,955,-4,537.78,2011-11-23
19,Japan,JPN,884.18,924,-2,497.69,2011-11-23
20,Mexico,MEX,866.49,860,2,478.99,2011-11-23
21,Republic of Ireland,IRL,863.85,812,4,530.04,2011-11-23
22,Australia,AUS,850.78,868,-2,419.69,2011-11-23
23,Bosnia and Herzegovina,BIH,838.05,864,-2,544.25,2011-11-23
24,Paraguay,PAR,794.66,785,4,384.5,2011-11-23
25,Norway,NOR,788.29,838,-1,310.78,2011-11-23
26,Slovenia,SVN,779.5,787,1,309.72,2011-11-23
27,Serbia,SRB,774.64,854,-4,359.7,2011-11-23
28,Turkey,TUR,768.93,803,-2,409.67,2011-11-23
29,Ghana,GHA,760.55,734,4,288,2011-11-23
30,Algeria,ALG,757.94,713,5,392.16,2011-11-23
31,Egypt,EGY,757.24,775,-2,201.12,2011-11-23
32,Korea Republic,KOR,752.49,775,-3,435.08,2011-11-23
33,Czech Republic,CZE,749.02,600,14,409.79,2011-11-23
34,USA,USA,720.85,720,0,285.53,2011-11-23
35,Peru,PER,711.61,746,-3,472.78,2011-11-23
36,Colombia,COL,709.19,757,-5,446.83,2011-11-23
37,Hungary,HUN,665.37,701,-1,353.36,2011-11-23
37,Israel,ISR,665.19,669,1,398.44,2011-11-23
39,Venezuela,VEN,661.13,632,1,406.8,2011-11-23
40,Slovakia,SVK,648.47,629,1,204.39,2011-11-23
41,Belgium,BEL,646.84,670,-4,395.59,2011-11-23
42,Ecuador,ECU,630.36,580,10,337.39,2011-11-23
43,Nigeria,NGA,627.48,625,1,246.4,2011-11-23
44,Senegal,SEN,624.65,626,-2,408.13,2011-11-23
45,IR Iran,IRN,616.22,626,-3,374.58,2011-11-23
46,Armenia,ARM,612.06,608,0,367.81,2011-11-23
47,Jamaica,JAM,608.79,592,3,382.39,2011-11-23
48,Cameroon,CMR,602.06,600,-1,241.65,2011-11-23
49,Scotland,SCO,599.48,581,2,361.1,2011-11-23
50,Wales,WAL,590.66,619,-5,474.3,2011-11-23
51,Montenegro,MNE,585.48,655,-12,151.37,2011-11-23
51,Panama,PAN,585.45,579,2,340.41,2011-11-23
53,South Africa,RSA,577.35,595,-4,298.56,2011-11-23
54,Honduras,HON,569.51,555,3,298.95,2011-11-23
55,Ukraine,UKR,568.05,551,3,199.7,2011-11-23
56,Romania,ROU,562.13,575,-1,327.14,2011-11-23
57,Cape Verde Islands,CPV,544.48,500,9,319.4,2011-11-23
58,Estonia,EST,542.52,542,1,321.6,2011-11-23
59,Tunisia,TUN,537.18,541,1,239.24,2011-11-23
60,Morocco,MAR,523.71,566,-4,312.5,2011-11-23
61,Sierra Leone,SLE,521.04,519,2,408.5,2011-11-23
62,Burkina Faso,BFA,517.54,578,-8,160.66,2011-11-23
63,Libya,LBY,514.28,504,2,294.02,2011-11-23
64,Costa Rica,CRC,502.76,522,-2,253.24,2011-11-23
65,Belarus,BLR,501.43,529,-4,185.19,2011-11-23
66,Poland,POL,486.52,517,-2,274.4,2011-11-23
67,Mali,MLI,471.72,473,1,225.26,2011-11-23
68,Latvia,LVA,466.2,447,7,233.44,2011-11-23
69,El Salvador,SLV,462.54,426,13,331.07,2011-11-23
70,Zimbabwe,ZIM,461.69,448,4,341.64,2011-11-23
71,Austria,AUT,458.55,458,1,158.95,2011-11-23
72,China PR,CHN,455.31,463,-2,264.2,2011-11-23
72,Canada,CAN,454.8,425,11,262.73,2011-11-23
74,Georgia,GEO,451.44,475,-7,245.56,2011-11-23
75,Albania,ALB,449.94,462,-4,205.09,2011-11-23
76,Uzbekistan,UZB,449.46,452,-3,307.78,2011-11-23
77,Gabon,GAB,445.16,473,-9,98.78,2011-11-23
78,Haiti,HAI,437.62,307,29,261.8,2011-11-23
79,Guinea,GUI,435.66,447,-4,164.21,2011-11-23
79,Zambia,ZAM,435.58,432,1,208.51,2011-11-23
81,Iraq,IRQ,428.65,379,10,276.62,2011-11-23
82,Jordan,JOR,418.98,428,-1,266.37,2011-11-23
83,Antigua and Barbuda,ATG,417.88,381,7,268.96,2011-11-23
84,Angola,ANG,411.69,404,2,220.11,2011-11-23
85,Bulgaria,BUL,409.78,447,-10,151.19,2011-11-23
86,Trinidad and Tobago,TRI,409.12,433,-7,202.23,2011-11-23
87,Malawi,MWI,406.86,400,0,179.74,2011-11-23
88,Finland,FIN,405.44,438,-10,213.75,2011-11-23
89,Northern Ireland,NIR,402.93,421,-5,111.75,2011-11-23
90,Guatemala,GUA,397.14,340,9,279.72,2011-11-23
91,Uganda,UGA,393.72,393,-3,168.64,2011-11-23
92,Cuba,CUB,389.63,332,8,194.04,2011-11-23
93,Oman,OMA,386.52,317,10,216.64,2011-11-23
94,Lithuania,LTU,382.09,416,-9,122.81,2011-11-23
95,Qatar,QAT,375.02,371,-3,244.73,2011-11-23
96,Botswana,BOT,371.1,386,-7,114.09,2011-11-23
97,Guyana,GUY,370.2,346,0,205.65,2011-11-23
98,Saudi Arabia,KSA,361.23,341,0,142.89,2011-11-23
98,Niger,NIG,361.49,352,-3,190.68,2011-11-23
100,Kuwait,KUW,350.6,350,-4,187.42,2011-11-23
101,Togo,TOG,350.37,359,-7,186.37,2011-11-23
102,Bahrain,BHR,339.96,324,-1,147.54,2011-11-23
103,FYR Macedonia,MKD,333.36,361,-10,117.35,2011-11-23
104,Iceland,ISL,325.44,300,4,200.42,2011-11-23
105,Mozambique,MOZ,323.8,281,5,163.62,2011-11-23
106,Bolivia,BOL,309.09,273,9,117.18,2011-11-23
106,Grenada,GRN,308.98,270,10,102.55,2011-11-23
106,Puerto Rico,PUR,308.91,199,31,208.27,2011-11-23
109,Bermuda,BER,306.9,225,23,277.2,2011-11-23
110,Korea DPR,PRK,305.97,254,14,154.14,2011-11-23
111,Lebanon,LIB,305.36,171,35,264.25,2011-11-23
112,Sudan,SDN,304.08,321,-10,140.18,2011-11-23
113,Azerbaijan,AZE,299.65,265,4,134.95,2011-11-23
114,Rwanda,RWA,297.29,277,-2,197.16,2011-11-23
115,Syria,SYR,292.82,309,-9,146.63,2011-11-23
116,Faroe Islands,FRO,285.14,257,6,187.5,2011-11-23
117,St Kitts and Nevis,SKN,283.71,289,-8,164.34,2011-11-23
118,Gambia,GAM,279.62,280,-7,129.18,2011-11-23
119,New Zealand,NZL,271.14,310,-14,21.2,2011-11-23
120,United Arab Emirates,UAE,264.52,276,-7,103.13,2011-11-23
121,Namibia,NAM,264.15,248,6,192.78,2011-11-23
122,Suriname,SUR,260.86,313,-18,122.93,2011-11-23
123,Liberia,LBR,258.03,258,-2,214.82,2011-11-23
124,Benin,BEN,256.56,260,-5,23.65,2011-11-23
125,Congo DR,COD,253.55,223,8,167.33,2011-11-23
126,Cyprus,CYP,253.28,259,-6,77.83,2011-11-23
127,Luxembourg,LUX,251.78,263,-9,161.25,2011-11-23
128,Central African Republic,CTA,250.75,251,-3,119.17,2011-11-23
129,Dominican Republic,DOM,246.62,245,-1,213.62,2011-11-23
130,Liechtenstein,LIE,245.81,249,-4,206.25,2011-11-23
131,Congo,CGO,244.79,187,7,125.42,2011-11-23
132,Thailand,THA,243.03,275,-18,121.08,2011-11-23
133,Kenya,KEN,239.79,205,3,117.72,2011-11-23
134,Vietnam,VIE,233.68,222,0,171.36,2011-11-23
135,Moldova,MDA,229.47,255,-12,52.5,2011-11-23
136,Tanzania,TAN,228.03,231,-5,128.19,2011-11-23
137,Ethiopia,ETH,225.34,212,-2,143.39,2011-11-23
138,Kazakhstan,KAZ,219.3,235,-9,156.35,2011-11-23
139,Tajikistan,TJK,206.63,232,-9,150.14,2011-11-23
140,Belize,BLZ,193.86,177,3,162.4,2011-11-23
141,Chad,CHA,187.54,151,11,117.89,2011-11-23
142,Bangladesh,BAN,181.32,183,-1,125.93,2011-11-23
143,Nepal,NEP,176.59,176,1,130.94,2011-11-23
144,Indonesia,IDN,176.31,184,-4,97.59,2011-11-23
145,Burundi,BDI,173.96,183,-4,98,2011-11-23
146,St Vincent and the Grenadines,VIN,170.01,171,0,114.09,2011-11-23
147,Turkmenistan,TKM,163.79,172,-2,91.85,2011-11-23
148,Lesotho,LES,160.47,114,14,132.56,2011-11-23
149,Curaçao,CUW,154.44,99,22,93.9,2011-11-23
150,Yemen,YEM,152.64,158,-1,39.56,2011-11-23
151,Equatorial Guinea,EQG,147.91,140,4,137.28,2011-11-23
152,Singapore,SIN,145.74,185,-13,80.56,2011-11-23
153,Bahamas,BAH,140.5,141,1,132,2011-11-23
153,Nicaragua,NCA,140.59,115,7,96.71,2011-11-23
155,Malta,MLT,139.72,127,3,103.43,2011-11-23
155,Malaysia,MAS,139.92,155,-4,84.96,2011-11-23
157,Madagascar,MAD,134.87,111,8,93.68,2011-11-23
158,Fiji,FIJ,133.45,158,-9,85,2011-11-23
159,Philippines,PHI,129.83,127,-1,74.5,2011-11-23
160,Guinea-Bissau,GNB,128.74,106,7,66.47,2011-11-23
161,Barbados,BRB,124.73,164,-13,23.2,2011-11-23
162,India,IND,119.43,115,-2,55.34,2011-11-23
163,New Caledonia,NCL,116.16,128,-7,89.81,2011-11-23
164,Palestine,PLE,112.51,112,0,90.73,2011-11-23
165,Chinese Taipei,TPE,109.09,108,1,58.77,2011-11-23
166,Mongolia,MNG,105.6,106,1,90.3,2011-11-23
166,Maldives,MDV,105.6,114,-4,43.43,2011-11-23
168,Hong Kong,HKG,105.22,128,-12,50,2011-11-23
169,Myanmar,MYA,102.91,101,1,36.52,2011-11-23
169,Cambodia,CAM,103.01,85,7,64.5,2011-11-23
171,Vanuatu,VAN,95.79,88,3,69.61,2011-11-23
172,Aruba,ARU,92.34,92,0,88,2011-11-23
173,Dominica,DMA,89.71,151,-21,0,2011-11-23
174,Pakistan,PAK,87.1,91,-1,48.85,2011-11-23
175,Laos,LAO,85.63,74,6,48.83,2011-11-23
176,Sri Lanka,SRI,85.07,83,1,28.13,2011-11-23
177,US Virgin Islands,VIR,81.62,104,-8,78.22,2011-11-23
178,Afghanistan,AFG,77.41,69,6,70.64,2011-11-23
179,Swaziland,SWZ,74.74,87,-4,32.9,2011-11-23
179,Solomon Islands,SOL,74.62,75,1,74.62,2011-11-23
181,Cayman Islands,CAY,73.99,51,4,26.4,2011-11-23
182,Tahiti,TAH,73.34,73,0,63.99,2011-11-23
183,Seychelles,SEY,68.66,82,-5,64.5,2011-11-23
184,St Lucia,LCA,65.19,78,-5,43.27,2011-11-23
184,Eritrea,ERI,65.38,28,6,37.84,2011-11-23
186,Comoros,COM,54.96,72,-3,43.48,2011-11-23
187,Somalia,SOM,51.05,23,5,27.95,2011-11-23
188,Kyrgyz Republic,KGZ,41.9,49,-2,25.8,2011-11-23
189,Guam,GUM,35.85,36,-2,25.65,2011-11-23
190,Papua New Guinea,PNG,34,34,-2,34,2011-11-23
191,Mauritius,MRI,32.35,32,-2,26.88,2011-11-23
192,São Tomé e Príncipe,STP,26.66,0,0,26.66,2011-11-23
193,Macau,MAC,25.72,25,-2,18.43,2011-11-23
194,British Virgin Islands,VGB,23.12,23,-2,0,2011-11-23
195,Turks and Caicos Islands,TCA,12.75,13,-1,0,2011-11-23
196,Cook Islands,COK,10.2,10,0,0,2011-11-23
197,Anguilla,AIA,8.8,9,0,8.8,2011-11-23
198,Bhutan,BHU,6.07,6,1,0,2011-11-23
198,Brunei Darussalam,BRU,6.07,9,-1,0,2011-11-23
200,Djibouti,DJI,5.46,12,-5,0,2011-11-23
201,Mauritania,MTN,4.3,4,-1,0,2011-11-23
202,Tonga,TGA,2.55,3,-1,0,2011-11-23
203,Timor-Leste,TLS,1.7,3,-2,0,2011-11-23
204,American Samoa,ASA,0,0,-1,0,2011-11-23
204,Andorra,AND,0,0,-1,0,2011-11-23
204,Montserrat,MSR,0,0,-1,0,2011-11-23
204,Samoa,SAM,0,0,-1,0,2011-11-23
204,San Marino,SMR,0,0,-1,0,2011-11-23
1,Spain,ESP,1563.83,1564,0,610.39,2011-12-21
2,Netherlands,NED,1365.43,1365,0,487.68,2011-12-21
3,Germany,GER,1345.21,1345,0,607.88,2011-12-21
4,Uruguay,URU,1309.23,1309,0,726.15,2011-12-21
5,England,ENG,1173.37,1173,0,565.29,2011-12-21
6,Brazil,BRA,1142.6,1143,0,417.86,2011-12-21
7,Portugal,POR,1100.38,1100,0,561.05,2011-12-21
8,Croatia,CRO,1091.15,1091,0,568.32,2011-12-21
9,Italy,ITA,1082.35,1082,0,619.46,2011-12-21
10,Argentina,ARG,1067.03,1067,0,425.62,2011-12-21
11,Denmark,DEN,1035.14,1035,0,628.8,2011-12-21
12,Russia,RUS,970.7,971,0,468.75,2011-12-21
13,Chile,CHI,970.35,970,0,474.78,2011-12-21
14,Greece,GRE,963.61,964,0,475.24,2011-12-21
15,France,FRA,914.52,915,0,486.32,2011-12-21
16,Côte d'Ivoire,CIV,911.87,912,0,460.53,2011-12-21
17,Switzerland,SUI,897.84,898,0,447.78,2011-12-21
18,Sweden,SWE,891.16,891,0,537.78,2011-12-21
19,Japan,JPN,884.18,884,0,497.69,2011-12-21
20,Bosnia and Herzegovina,BIH,868.57,838,3,582,2011-12-21
21,Mexico,MEX,866.49,866,-1,478.99,2011-12-21
22,Republic of Ireland,IRL,863.85,864,-1,530.04,2011-12-21
23,Australia,AUS,850.78,851,-1,419.69,2011-12-21
24,Paraguay,PAR,794.66,795,0,384.5,2011-12-21
25,Norway,NOR,788.29,788,0,310.78,2011-12-21
26,Slovenia,SVN,779.5,780,0,309.72,2011-12-21
27,Serbia,SRB,775.06,775,0,359.7,2011-12-21
28,Turkey,TUR,768.93,769,0,409.67,2011-12-21
29,Ghana,GHA,760.55,761,0,288,2011-12-21
30,Algeria,ALG,757.94,758,0,392.16,2011-12-21
31,Egypt,EGY,755.22,757,0,221.24,2011-12-21
32,Korea Republic,KOR,752.49,752,0,435.08,2011-12-21
33,Czech Republic,CZE,749.02,749,0,409.79,2011-12-21
34,USA,USA,720.85,721,0,285.53,2011-12-21
35,Peru,PER,711.61,712,0,472.78,2011-12-21
36,Colombia,COL,709.19,709,0,446.83,2011-12-21
37,Hungary,HUN,665.37,665,0,353.36,2011-12-21
37,Israel,ISR,665.19,665,0,398.44,2011-12-21
39,Venezuela,VEN,661.13,661,0,406.8,2011-12-21
40,Slovakia,SVK,648.47,648,0,204.39,2011-12-21
41,Belgium,BEL,646.84,647,0,395.59,2011-12-21
42,Ecuador,ECU,633.97,630,0,337.39,2011-12-21
43,Nigeria,NGA,627.48,627,0,246.4,2011-12-21
44,Senegal,SEN,624.65,625,0,408.13,2011-12-21
45,IR Iran,IRN,615.55,616,0,374.58,2011-12-21
46,Armenia,ARM,612.06,612,0,367.81,2011-12-21
47,Scotland,SCO,599.48,599,2,361.1,2011-12-21
48,Wales,WAL,590.66,591,2,474.3,2011-12-21
49,Panama,PAN,589.43,585,2,357.43,2011-12-21
50,Cameroon,CMR,587.87,602,-2,227.46,2011-12-21
51,Montenegro,MNE,585.48,585,0,151.37,2011-12-21
52,South Africa,RSA,577.35,577,1,298.56,2011-12-21
53,Honduras,HON,573.85,570,1,295.79,2011-12-21
54,Jamaica,JAM,572.71,609,-7,293.83,2011-12-21
55,Ukraine,UKR,568.05,568,0,199.7,2011-12-21
56,Romania,ROU,562.13,562,0,327.14,2011-12-21
57,Estonia,EST,555.09,543,1,344.57,2011-12-21
58,Cape Verde Islands,CPV,549.02,544,-1,319.4,2011-12-21
59,Tunisia,TUN,537.18,537,0,239.24,2011-12-21
60,Sierra Leone,SLE,526.16,521,1,408.5,2011-12-21
61,Morocco,MAR,523.71,524,-1,312.5,2011-12-21
62,Burkina Faso,BFA,517.54,518,0,160.66,2011-12-21
63,Libya,LBY,514.28,514,0,294.02,2011-12-21
64,Belarus,BLR,501.43,501,1,185.19,2011-12-21
65,Costa Rica,CRC,495.23,503,-1,245.71,2011-12-21
66,Poland,POL,491.67,487,0,284.85,2011-12-21
67,Mali,MLI,471.72,472,0,225.26,2011-12-21
68,Latvia,LVA,466.2,466,0,233.44,2011-12-21
